punkt,ID,dato,day,x,y,theta_median,theta_sd,plantehøyde,vekst,VC,NDVI_S2,VC.1,NDVI_S2.1,aspect_05,aspect_10,aspect_20,dem_05_fn,flacc_05,flacc_10,flacc_20,hillslope_unity_05,hillslope_unity_10,hillslope_unity_20,slope_05,slope_10,slope_20,tci_05,tci_10,tci_20,text_num,swsc_eff
70,B70,2017-09-27,11,603508.000000,6616104.710000,0.318000,0.032935,0.000000,2,0.067397,0.098808,0.067397,0.098808,231.927600,231.951100,231.893900,114.815000,25.536049,38.983006,21.518802,0.517478,0.517478,0.520994,12.702530,7.262280,6.719520,4.034658,5.247436,5.597044,6.000000,104.930000
71,B71,2017-09-27,11,603497.530000,6616105.050000,0.329000,0.008473,0.000000,2,0.057198,0.077003,0.057198,0.077003,202.779600,209.208900,215.358100,113.720000,94.614500,26.864017,9.882853,0.506977,0.520994,0.528066,12.376030,8.558259,8.356086,6.848867,5.033368,4.345196,6.000000,104.930000
72,B72,2017-09-27,11,603482.940000,6616103.420000,0.297000,0.012538,0.000000,2,0.087402,0.053819,0.087402,0.053819,225.000000,194.194300,178.320200,112.210000,165.165522,48.318879,17884.651660,0.531625,0.510471,0.464798,6.540381,3.358271,2.397628,6.798644,6.476112,14.492030,6.000000,104.930000
73,B73,2017-09-27,11,603447.720000,6616095.910000,0.364000,0.024809,0.000000,2,0.177788,0.053781,0.177788,0.053781,130.343000,115.805000,117.417800,111.470000,73.065171,45.575203,14.539179,0.524523,0.513970,0.496512,14.432060,7.605293,6.592994,5.865887,6.163052,5.219392,8.000000,99.090000
74,B74,2017-09-27,11,603386.670000,6616107.760000,0.352000,0.017155,0.000000,2,0.897238,0.062457,0.897238,0.062457,257.614800,271.692700,264.713700,109.990000,120.540137,40.584098,13.457747,0.510471,0.493023,0.479005,10.368950,7.633197,8.678002,6.779045,5.866284,4.842373,6.000000,104.930000
75,B75,2017-09-27,11,603335.970000,6616107.340000,0.384000,0.013472,0.000000,2,0.279973,0.047205,0.279973,0.047205,245.357500,234.005600,237.798900,108.390000,9.862187,16.290004,9.703033,0.524523,0.506977,0.513970,13.890350,8.352451,7.837789,3.101571,3.739830,4.443450,6.000000,104.930000
76,B76,2017-09-27,11,603344.980000,6616073.960000,0.420000,0.010455,0.000000,2,0.138482,0.048183,0.138482,0.048183,103.476600,98.333590,102.981200,109.900000,98.677566,86.113687,32.381469,0.510471,0.500000,0.496512,15.553540,7.532568,7.659115,5.553361,6.153433,5.785465,8.000000,99.090000
77,B77,2017-09-27,11,603394.400000,6616066.740000,0.400000,0.027190,0.000000,1,0.153786,0.077986,0.153786,0.077986,74.459120,76.988920,74.032230,111.870000,23.579026,19.522273,10.305544,0.520994,0.496512,0.500000,14.617320,8.071794,8.546898,3.514448,4.327008,4.518429,8.000000,99.090000
79,B79,2017-09-27,11,603421.410000,6616079.300000,0.410000,0.020513,0.000000,2,0.126787,0.031811,0.126787,0.031811,130.064300,138.833400,138.450400,111.500000,55.729934,14.285005,5.889456,0.531625,0.506977,0.535202,11.183070,7.831433,8.080505,4.881389,4.245340,4.024228,8.000000,99.090000
80,B80,2017-09-27,11,603481.170000,6616069.810000,0.414000,0.012602,0.000000,2,0.070804,0.068581,0.070804,0.068581,90.000000,102.342200,97.500900,115.450000,10.658554,3.773514,3.819947,0.500000,0.517478,0.506977,2.117920,2.344629,2.992179,5.036694,4.189462,4.508035,6.000000,104.930000
81,B81,2017-09-27,11,603542.650000,6616069.420000,0.370000,0.014900,0.000000,1,0.519235,0.028918,0.519235,0.028918,69.778980,104.366200,91.974620,114.440000,1.000000,1.000133,14751.815800,0.468375,0.442820,0.407169,2.531230,1.364469,2.077275,0.625633,1.834524,13.477869,6.000000,104.930000
82,B82,2017-09-27,11,603592.540000,6616074.860000,0.384000,0.028235,0.000000,2,0.928764,0.012848,0.928764,0.012848,187.027000,208.052000,206.381700,119.860000,2.350896,12.320213,27.018715,0.520994,0.506977,0.531625,9.194006,6.457950,5.583228,1.424045,4.101519,6.000176,6.000000,104.930000
84,B84,2017-10-09,12,603370.393400,6616001.479000,0.299000,0.014533,0.000000,1,0.340261,,0.340261,,165.069200,146.976400,135.436500,113.865000,36.305605,112.013405,52.577186,0.486030,0.489529,0.486030,9.055111,3.574426,3.313456,4.458570,6.747072,7.448385,6.000000,104.930000
85,B85,2017-10-09,12,603334.480900,6616056.262000,0.372000,0.008871,0.000000,1,0.899540,,0.899540,,120.614700,100.305900,107.870900,111.020000,4.858453,46.617676,207.149475,0.450260,0.479005,0.524523,4.360294,2.400758,2.682004,4.243685,6.277761,8.392074,6.000000,104.930000
86,B86,2017-10-09,12,603373.416300,6616071.723000,0.361000,0.004393,0.000000,2,0.694397,,0.694397,,87.540230,91.623630,88.496370,111.303300,69.856663,25.146580,17.196022,0.496512,0.496512,0.493023,17.594530,9.186839,9.023491,5.135592,4.966279,4.887218,8.000000,99.090000
87,B87,2017-10-09,12,603433.434700,6616073.183000,0.428000,0.017573,0.000000,2,0.429418,,0.429418,,152.403300,165.992600,169.512800,113.130000,4.782313,2.320263,3.052553,0.517478,0.520994,0.549740,12.412200,5.945316,5.686740,2.235294,2.164699,3.656893,8.000000,99.090000
88,B88,2017-10-09,12,603481.057900,6616071.838000,0.385000,0.033327,0.000000,2,0.377877,,0.377877,,97.964670,90.694420,91.268080,115.360000,9.170349,3.206582,4.550529,0.506977,0.520994,0.506977,3.550061,2.945965,3.773457,4.000210,3.600590,4.302591,6.000000,104.930000
89,B89,2017-10-09,12,603539.438200,6616069.767000,0.394000,0.039881,0.000000,2,0.425167,,0.425167,,96.250660,86.496540,80.258710,114.345000,454.668681,2488.398856,3985.977328,0.468375,0.423533,0.389661,5.742451,3.511464,2.221206,9.525192,11.160820,12.436091,8.000000,99.090000
90,B90,2017-10-09,12,603566.765800,6616067.404000,0.316000,0.044060,0.000000,1,0.625502,,0.625502,,180.954800,187.102300,194.285100,117.120000,27.275315,41.161264,17.406373,0.500000,0.506977,0.520994,14.502250,7.392511,6.621753,4.061977,5.465011,5.238975,6.000000,104.930000
91,B91,2017-10-09,12,603608.161600,6616078.657000,,,0.000000,2,0.353207,,0.353207,,227.571000,217.834700,224.682100,121.290000,47.439339,30.425671,21.737119,0.506977,0.513970,0.520994,10.499130,5.741014,5.622640,5.579258,5.265824,5.370857,6.000000,104.930000
93,B93,2017-10-16,13,603415.999500,6616152.722000,0.408000,0.006496,0.000000,2,0.430522,,0.430522,,157.140100,230.276000,218.526200,112.870000,72.843828,9.475552,6.266572,0.453934,0.464798,0.493023,2.381243,1.086475,1.851231,7.000793,6.324894,5.672665,8.000000,100.670000
94,B94,2017-10-16,13,603478.292700,6616144.441000,0.415000,0.016362,0.000000,2,0.215082,,0.215082,,126.179800,178.403800,159.843300,114.810000,8.426922,18.868091,1.920868,0.486030,0.510471,0.546066,3.458503,1.643367,1.506385,4.668540,6.227685,4.657603,8.000000,100.670000
95,B95,2017-10-16,13,603552.495800,6616138.986000,0.401000,0.025491,0.000000,2,0.445511,,0.445511,,190.344300,184.728100,180.726400,117.080000,1.963674,30.641516,79.398407,0.513970,0.496512,0.493023,9.326312,4.767836,4.151981,1.216595,5.172803,7.534225,8.000000,100.670000
96,B96,2017-10-16,13,603547.869700,6616108.228000,0.372000,0.003975,0.000000,2,0.326448,,0.326448,,183.714600,179.553700,188.878800,116.560000,379.458953,68.692271,47.680445,0.486030,0.510471,0.510471,3.859618,3.076783,3.043512,8.609124,7.714576,7.066481,6.000000,104.930000
97,B97,2017-10-16,13,603500.344900,6616107.659000,0.381000,0.015369,0.000000,2,0.230620,,0.230620,,206.963600,215.853100,213.107700,114.280000,11.065194,5.608431,8.548796,0.528066,0.528066,0.531625,16.174570,8.017602,7.292118,2.967592,3.251859,4.462812,6.000000,104.930000
98,B98,2017-10-16,13,603446.869600,6616107.047000,0.402000,0.036444,0.000000,2,0.516188,,0.516188,,242.186900,258.934900,247.182800,111.160000,83.575247,47.409962,80.039452,0.500000,0.479005,0.385061,4.441049,2.446388,2.381461,6.746336,6.653193,8.236864,6.000000,104.930000
99,B99,2017-10-16,13,603388.715000,6616117.695000,0.384000,0.007855,0.000000,2,0.650034,,0.650034,,255.234800,260.675900,263.122100,111.430000,21.210050,9.831199,7.370538,0.503488,0.503488,0.496512,9.479950,5.737007,6.156096,4.220140,4.411070,4.406697,6.000000,104.930000
100,B100,2017-10-16,13,603351.415700,6616109.532000,0.388000,0.018507,0.000000,2,0.468176,,0.468176,,268.430300,256.396400,256.567700,109.841500,6.918040,12.550523,3.545151,0.542420,0.510471,0.524523,18.256740,9.156728,9.395295,2.376269,3.861942,3.289521,6.000000,104.930000
102,B102,2017-10-16,13,603346.581900,6616073.176000,0.431000,0.002074,0.000000,2,0.235039,,0.235039,,100.154300,102.823100,101.178200,110.060000,251.737975,72.638413,29.098049,0.513970,0.500000,0.493023,12.760720,7.750447,8.103777,6.887644,5.909328,5.614997,8.000000,99.090000
103,B103,2017-10-16,13,603399.276600,6616072.071000,0.391000,0.017050,0.000000,2,0.286595,,0.286595,,74.279110,67.216510,68.892800,110.890000,46.191386,35.050434,12.461088,0.489529,0.496512,0.468375,16.956620,9.112598,8.440738,4.732524,5.023265,4.791499,8.000000,99.090000
104,B104,2017-10-16,13,603458.600300,6616071.952000,0.427000,0.005958,0.000000,2,0.408899,,0.408899,,143.711100,126.186000,137.640600,114.885000,1.837454,2.582485,2.416458,0.528066,0.535202,0.542420,6.828468,4.319832,3.388377,1.871297,3.038228,3.708220,6.000000,104.930000
105,B105,2017-10-16,13,603516.434400,6616072.305000,0.406000,0.009138,0.000000,2,0.244279,,0.244279,,80.060420,78.346710,74.743870,114.000000,110.494760,234.542033,64.577158,0.503488,0.489529,0.439047,12.309780,5.830809,5.158012,5.933685,7.454604,7.108891,8.000000,99.090000
106,B106,2017-10-16,13,603586.040100,6616071.727000,0.397000,0.011180,0.000000,2,0.805625,,0.805625,,206.532000,203.789600,199.460700,119.200000,81.568307,48.705325,22.047422,0.503488,0.517478,0.531625,7.088879,4.841153,5.567020,6.853655,6.008886,5.826727,6.000000,104.930000
107,B107,2017-10-16,13,603644.741800,6616073.722000,0.397000,0.007120,0.000000,2,0.751844,,0.751844,,261.636100,273.769400,261.386800,122.700000,39.207869,29.679979,14.255166,0.496512,0.513970,0.500000,10.393050,6.882020,6.074175,4.914634,4.716541,4.922741,6.000000,104.930000
108,B108,2017-10-16,13,603732.369500,6616072.832000,0.351000,0.013202,0.000000,2,0.303438,,0.303438,,172.229900,212.098700,224.455500,129.860000,8783.229365,1367.742873,8.644753,0.576467,0.510471,0.493023,2.782044,1.835088,2.656930,12.480249,11.608849,5.397956,7.000000,100.670000
109,B109,2017-10-16,13,603790.748000,6616071.857000,0.399000,0.037719,0.000000,2,0.291143,,0.291143,,236.957100,189.309200,190.532600,131.600000,22.912125,16.004245,26.891625,0.468375,0.493023,0.503488,2.932029,2.948987,3.619305,10.574222,8.605971,6.662062,9.000000,198.440000
110,B110,2017-10-16,13,603768.445900,6616123.616000,0.415000,0.030130,0.000000,2,0.457064,,0.457064,,188.282500,203.250000,200.916400,131.110000,1.348869,5.847424,20.773588,0.489529,0.503488,0.500000,4.139010,3.292496,3.089934,1.936179,3.831505,6.201724,7.000000,100.670000
111,B111,2017-10-16,13,603695.194600,6616129.059000,0.337000,0.025593,0.000000,2,0.231288,,0.231288,,178.404900,187.015800,190.819800,128.060000,316.683004,298.194299,526.876848,0.520994,0.503488,0.482523,9.003504,3.806749,3.737814,6.990248,7.884459,9.332987,7.000000,100.670000
112,B112,2017-10-16,13,603628.723700,6616130.647000,0.400000,0.021916,0.000000,2,0.867065,,0.867065,,194.237200,206.792800,212.752100,125.355000,32.733945,111.049463,30.229618,0.457580,0.486030,0.489529,8.640357,4.045029,4.301820,4.994586,6.981656,6.292090,7.000000,100.670000
113,B113,2017-10-16,13,603660.999000,6616160.411000,0.350000,0.010526,0.000000,2,0.813445,,0.813445,,165.303200,212.907000,233.078500,128.390000,1.000000,3.908492,19.119952,0.542420,0.493023,0.493023,1.902060,1.450022,2.027109,1.077152,4.007374,7.248672,7.000000,100.670000
114,B114,2017-10-16,13,603769.392300,6616140.277000,0.385000,0.022832,0.000000,2,0.315313,,0.315313,,190.360900,195.366400,194.801700,131.485000,5.920330,21.132654,7.426197,0.506977,0.486030,0.496512,6.946533,4.226048,3.569565,3.303044,5.430962,5.034737,7.000000,100.670000
115,B115,2017-10-16,13,603789.935800,6616047.723000,0.439000,0.018119,0.000000,1,0.404444,,0.404444,,159.403100,161.560100,186.737900,131.341800,1.157541,1.066775,140.574766,0.468375,0.500000,0.496512,7.700070,2.376664,1.880346,1.064180,2.242424,8.787937,9.000000,198.440000
116,B116,2017-10-16,13,603729.023400,6616033.976000,0.437000,0.020620,0.000000,1,0.548781,,0.548781,,157.216800,173.973600,179.056900,128.995000,96.875819,41.356082,122.759005,0.517478,0.479005,0.489529,4.518586,3.433035,3.623794,6.753074,6.100245,8.201901,6.000000,104.930000
117,B117,2017-10-16,13,603701.872100,6616032.610000,0.402000,0.020744,0.000000,1,0.693017,,0.693017,,214.127900,207.809100,205.046700,126.920000,1041.759526,1681.659250,290.532015,0.503488,0.496512,0.496512,9.512921,5.636254,5.523107,8.321698,9.340696,8.293937,6.000000,104.930000
118,B118,2017-10-16,13,603653.571200,6616033.365000,0.372000,0.008573,0.000000,1,0.292623,,0.292623,,202.521000,212.746100,216.482900,121.940000,2.839684,279.709440,22.922036,0.500000,0.503488,0.517478,9.246855,5.134009,5.284958,1.972221,7.204556,5.731276,6.000000,104.930000
119,B119,2017-10-16,13,603604.258700,6616028.121000,0.378000,0.011009,0.000000,1,0.382629,,0.382629,,131.252900,139.842900,141.613900,118.495000,53.575998,12.225229,43.105913,0.489529,0.479005,0.446557,8.506628,4.191077,4.388579,4.844243,4.604258,7.026435,6.000000,104.930000
120,B120,2017-10-16,13,603559.527900,6616021.265000,0.423000,0.009365,0.000000,1,0.465378,,0.465378,,142.031400,141.056000,127.998000,115.905000,36.812621,16.829288,26.601963,0.493023,0.475477,0.457580,2.642011,2.494651,2.905834,6.599876,5.449919,6.983957,3.000000,131.290000
121,B121,2017-10-16,13,603497.075400,6616013.229000,0.334000,0.020157,0.000000,1,0.070661,,0.070661,,126.355100,123.232700,128.004000,117.155000,2.991358,4.853996,26.743661,0.479005,0.482523,0.475477,2.483659,2.481463,2.778585,2.882409,3.737680,6.595803,4.000000,143.220000
122,B122,2017-10-16,13,603437.477800,6616005.084000,0.421000,0.009985,0.000000,1,0.301293,,0.301293,,53.376470,50.136460,69.988890,116.250000,68.200809,18.831762,24.025718,0.493023,0.506977,0.520994,2.634874,3.198042,3.449062,7.976134,5.422037,6.229257,8.000000,99.090000
123,B123,2017-10-16,13,603391.050400,6615978.652000,0.442000,0.005683,0.000000,1,0.643177,,0.643177,,156.800600,151.018400,140.982700,116.467500,253.855599,39.655115,10.654007,0.506977,0.513970,0.524523,10.471400,5.428141,5.810377,6.521997,5.609944,4.860688,6.000000,104.930000
126,B126,2017-10-16,13,603500.494000,6615917.448000,0.324000,0.024704,0.000000,1,0.086974,,0.086974,,166.328000,136.748600,139.237400,120.200000,458.333278,53.956128,47.166554,0.524523,0.506977,0.506977,3.172945,1.658239,2.055727,10.920993,7.029664,7.479378,4.000000,143.220000
127,B127,2017-10-16,13,603582.343200,6615925.676000,0.355000,0.014377,0.000000,1,0.099732,,0.099732,,115.058600,125.125000,132.739600,122.080000,4.427851,40.770420,24.791277,0.500000,0.513970,0.520994,7.083222,4.190609,3.846073,2.549774,5.533140,6.129900,3.000000,131.290000
128,B128,2017-10-16,13,603664.221700,6615924.503000,0.327000,0.005225,0.000000,1,0.140518,,0.140518,,70.186000,78.177220,82.678560,124.643300,121.058754,97.859673,165.805065,0.506977,0.482523,0.442820,12.135050,6.267509,6.631490,5.375908,6.097425,7.350525,3.000000,131.290000
129,B129,2017-10-16,13,603747.460000,6615924.907000,0.222000,0.011149,0.000000,1,0.180759,,0.180759,,160.113400,164.910300,164.035000,130.490000,4925.229035,104.807131,65.515659,0.506977,0.510471,0.506977,6.247571,2.886509,2.537211,14.949957,8.922098,7.924474,3.000000,134.630000
130,B130,2017-10-16,13,603807.982200,6615920.091000,0.341000,0.022457,0.000000,1,0.114108,,0.114108,,207.044900,166.638100,181.835300,132.685000,16.421411,5.107714,75.598421,0.535202,0.513970,0.496512,4.583288,2.219528,1.862482,4.337079,4.125424,7.896884,3.000000,134.630000
131,B131,2017-10-16,13,603835.442400,6615887.640000,0.242000,0.011393,0.000000,1,0.168571,,0.168571,,164.424800,175.039700,174.718700,134.150000,4.699282,4.751449,90.454149,0.513970,0.475477,0.506977,7.916276,3.857905,2.850678,2.488802,3.765051,7.480491,3.000000,134.630000
132,B132,2017-10-16,13,603759.366100,6615880.569000,0.246000,0.012641,0.000000,1,0.106343,,0.106343,,156.315100,143.686600,145.361700,132.115000,25.599071,16.171403,10.653857,0.475477,0.493023,0.506977,3.941880,3.744077,3.616145,5.411811,5.025222,5.445376,3.000000,134.630000
133,B133,2017-10-16,13,603693.103000,6615877.549000,0.281000,0.018934,0.000000,1,0.107318,,0.107318,,154.717100,131.351700,135.000000,130.020000,99.977540,92.407971,62.020681,0.510471,0.510471,0.503488,9.431167,4.237834,4.531502,6.152259,6.792234,6.670596,3.000000,134.630000
134,B134,2017-10-16,13,603636.741200,6615877.245000,0.220000,0.016031,0.000000,1,0.139996,,0.139996,,115.770300,117.376300,119.059400,127.090000,376.537510,32.140994,67.902613,0.468375,0.506977,0.503488,6.912291,4.507253,3.987132,9.708761,5.859983,7.004141,3.000000,131.290000
135,B135,2017-10-16,13,603630.043900,6615821.372000,0.234000,0.007120,0.000000,1,0.103335,,0.103335,,143.789000,136.415800,127.966400,129.700000,1569.444745,708.524072,19.126752,0.489529,0.503488,0.517478,7.358046,4.096313,3.922866,9.021043,8.777554,5.754229,3.000000,134.630000
136,B136,2017-10-16,13,603536.069100,6615815.559000,0.360000,0.048844,0.000000,1,0.076107,,0.076107,,127.252500,123.536300,128.660600,127.665000,4.946776,9.783407,9.483369,0.517478,0.524523,0.517478,5.530519,3.839959,3.206836,3.708156,4.438375,5.290750,3.000000,96.050000
137,B137,2017-10-16,13,603529.886900,6615871.688000,0.413000,0.011323,0.000000,1,0.224485,,0.224485,,121.598100,117.001500,112.614100,123.990000,119.640316,40.169782,8.459050,0.520994,0.506977,0.506977,9.873497,5.236933,4.908185,6.563833,5.760241,4.845460,6.000000,104.930000
138,B138,2017-10-16,13,603456.894800,6615872.096000,0.432000,0.004561,0.000000,1,0.133727,,0.133727,,96.842500,105.129600,114.444000,121.230000,1.011312,1.892915,33.937856,0.493023,0.528066,0.524523,3.147418,1.868216,1.730282,0.942925,3.217789,7.152437,6.000000,104.930000
