punkt,ID,dato,day,x,y,theta_median,theta_sd,plantehøyde,vekst,VC,NDVI_S2,VC.1,NDVI_S2.1,aspect_05,aspect_10,aspect_20,dem_05_fn,flacc_05,flacc_10,flacc_20,hillslope_unity_05,hillslope_unity_10,hillslope_unity_20,slope_05,slope_10,slope_20,tci_05,tci_10,tci_20,text_num,swsc_eff
385,A385,2017-08-01,8,603596.070000,6616077.890000,0.219000,0.014856,60.000000,2,0.633105,0.582489,0.633105,0.582489,199.057500,201.986200,207.228300,120.315000,113.399311,49.779781,21.670041,0.486030,0.531625,0.517478,9.315459,6.193274,6.197827,6.253510,5.661023,5.610878,6.000000,104.930000
386,A386,2017-08-01,8,603659.240000,6616079.820000,0.225000,0.013784,75.000000,2,0.260363,0.408197,0.260363,0.408197,257.633500,251.306000,247.669600,123.615000,977.489572,4936.563821,2483.830940,0.496512,0.464798,0.442820,7.976205,5.220626,5.978762,8.695542,10.891355,10.475569,7.000000,100.670000
387,A387,2017-08-01,8,603740.160000,6616078.160000,0.215000,0.019460,75.000000,2,0.668036,0.507101,0.668036,0.507101,159.952100,212.851300,205.000800,130.240000,5.670314,106.405165,2.720699,0.560953,0.475477,0.500000,2.794205,2.485039,2.343093,5.107529,6.474351,4.173379,3.000000,134.630000
388,A388,2017-08-01,8,603792.380000,6616075.160000,0.314000,0.046181,95.000000,2,0.603417,0.603103,0.603417,0.603103,202.249600,190.698300,190.119000,131.815000,29.820184,9.263729,6.635966,0.500000,0.528066,0.528066,7.923732,4.811214,4.609700,5.348852,4.550675,5.001865,9.000000,198.440000
389,A389,2017-08-01,8,603742.300000,6616160.300000,0.247000,0.013928,75.000000,2,0.778819,0.654343,0.778819,0.654343,188.966600,152.523300,183.961600,130.420000,67.417474,11.298047,39.204256,0.528066,0.500000,0.468375,7.212857,3.359755,2.415564,6.519950,5.166015,6.571874,7.000000,100.670000
390,A390,2017-08-01,8,603678.520000,6616167.080000,0.193000,0.013755,70.000000,2,0.795396,0.471102,0.795396,0.471102,293.967900,300.191400,268.829700,128.710000,43.498413,217.470244,4.138611,0.513970,0.520994,0.500000,4.103696,0.859179,0.877439,7.571396,9.168701,5.124602,7.000000,100.670000
391,A391,2017-08-01,8,603639.340000,6616123.280000,0.236000,0.010502,75.000000,2,0.788344,0.437644,0.788344,0.437644,219.507400,221.779800,217.113500,125.780000,304.964849,50.305416,18.837533,0.503488,0.506977,0.506977,9.234865,5.394440,5.031440,7.289287,6.287863,5.604845,7.000000,100.670000
392,A392,2017-08-01,8,603760.500000,6616127.380000,0.252000,0.023948,75.000000,2,0.976708,0.565432,0.976708,0.565432,195.721900,202.161800,203.292900,130.780000,360.960528,10.208486,17.994107,0.503488,0.493023,0.493023,6.299915,2.911046,2.804923,7.583292,4.778808,6.269642,7.000000,100.670000
393,A393,2017-08-01,8,603769.560000,6616064.870000,0.238000,0.012779,80.000000,1,0.516390,0.648182,0.516390,0.648182,322.154600,176.695600,182.403900,130.733300,1.004014,1.265382,25.461143,0.531625,0.546066,0.528066,1.425072,1.326917,1.788044,1.368275,2.503446,7.243795,9.000000,198.440000
394,A394,2017-08-01,8,603712.710000,6616065.330000,0.193000,0.009028,60.000000,1,0.454145,0.453216,0.454145,0.453216,210.498600,183.343600,194.323700,128.830000,1.969945,76.157054,16.517469,0.486030,0.496512,0.513970,8.703965,3.475216,4.309934,1.683666,6.220656,5.685109,7.000000,100.670000
395,A395,2017-08-01,8,603629.190000,6616065.990000,0.178000,0.015126,70.000000,1,0.705587,0.378553,0.705587,0.378553,247.152700,250.663500,256.384200,121.635000,56.838577,35.029293,19.351803,0.517478,0.503488,0.506977,8.855977,5.410775,5.400280,5.274855,5.567591,5.803551,6.000000,104.930000
396,A396,2017-08-01,8,603515.920000,6616065.260000,0.205000,0.012008,90.000000,1,0.458813,0.422110,0.458813,0.422110,82.458240,78.228380,83.357930,114.710000,201.910328,103.638034,45.901750,0.479005,0.464798,0.482523,9.204763,5.462507,5.248805,6.588226,6.402087,6.868965,8.000000,99.090000
397,A397,2017-08-01,8,603415.970000,6616065.280000,0.213000,0.018298,85.000000,1,0.678221,0.548241,0.678221,0.548241,134.260600,113.432600,107.135000,111.500000,1.138647,14.791433,548.840886,0.464798,0.461200,0.411354,9.134421,5.357256,4.895457,1.047078,4.366057,9.834547,8.000000,99.090000
398,A398,2017-08-01,8,603343.820000,6616051.960000,0.244000,0.017088,70.000000,1,0.634578,0.370594,0.634578,0.370594,105.641500,149.588600,150.610700,111.390000,21.844139,29.688094,52.613004,0.464798,0.513970,0.510471,2.163319,2.545034,2.952698,4.882097,6.567300,7.288184,6.000000,104.930000
399,A399,2017-08-01,8,603388.350000,6616003.980000,0.214000,0.020736,85.000000,1,0.483570,0.293932,0.483570,0.293932,156.146200,147.663200,159.061700,114.876700,137.768677,20.996062,29.835309,0.493023,0.506977,0.506977,8.655619,5.450762,4.483240,6.120601,4.859373,6.211523,6.000000,104.930000
400,A400,2017-08-01,8,603474.700000,6616006.740000,0.181000,0.013498,90.000000,1,0.398209,0.277206,0.398209,0.277206,156.327200,161.186600,156.926400,116.453300,32.395011,690.760082,405.243541,0.542420,0.510471,0.510471,6.784044,3.438504,3.814176,5.199240,9.027152,9.033125,4.000000,143.220000
401,A401,2017-08-01,8,603535.140000,6616008.970000,0.179000,0.013161,80.000000,1,0.240498,0.495303,0.240498,0.495303,86.190960,66.760410,59.504260,117.755000,1.209713,17.520867,3.425667,0.493023,0.500000,0.496512,3.758340,3.625165,3.407825,1.149685,4.977298,4.123171,4.000000,143.220000
403,A403,2017-08-01,8,603624.090000,6616009.210000,0.220000,0.030640,80.000000,1,0.589734,0.258442,0.589734,0.258442,196.113600,186.646100,200.917000,119.910000,86.879971,23.352428,5.905470,0.531625,0.506977,0.535202,5.855183,3.059726,3.501565,7.144310,6.511703,4.937431,6.000000,104.930000
404,A404,2017-08-01,8,603695.350000,6616010.450000,0.207000,0.007503,80.000000,1,0.596364,0.343536,0.596364,0.343536,124.047900,141.803200,153.232800,125.740000,1100.672576,730.740926,1103.640891,0.493023,0.482523,0.486030,11.476050,6.022908,5.484678,8.718897,8.859935,9.597363,6.000000,104.930000
405,A405,2017-08-01,8,603742.780000,6616010.830000,0.215000,0.020693,90.000000,1,0.716168,0.367597,0.716168,0.367597,208.007600,214.179100,201.486200,129.600000,24.296861,3.252181,6.347125,0.520994,0.496512,0.510471,6.654766,5.022682,4.244773,4.582259,2.983539,4.706801,3.000000,134.630000
406,A406,2017-08-01,8,603812.340000,6615999.020000,0.175000,0.033332,50.000000,1,0.447034,0.543584,0.447034,0.543584,189.661300,178.917100,185.571000,132.510000,78.060326,22.710287,38.129556,0.479005,0.482523,0.489529,7.946568,4.420367,3.927645,6.338087,5.385758,6.854830,3.000000,134.630000
407,A407,2017-08-01,8,603819.640000,6615898.580000,0.186000,0.008792,65.000000,1,0.496547,0.424159,0.496547,0.424159,154.754200,145.172800,133.264300,133.485000,3.171356,71.423929,112.298756,0.553443,0.496512,0.486030,5.572199,3.007425,2.506344,2.884043,6.634053,7.870469,3.000000,134.630000
408,A408,2017-08-01,8,603804.080000,6615897.400000,0.213000,0.016165,70.000000,1,0.579334,0.501007,0.579334,0.501007,185.775600,152.007100,146.252300,132.995000,1828.138379,309.207824,28.891633,0.496512,0.510471,0.506977,4.753592,0.864910,1.686155,10.695012,14.216290,7.805385,3.000000,134.630000
409,A409,2017-08-01,8,603734.780000,6615896.400000,0.181000,0.015388,70.000000,1,0.608468,0.353102,0.608468,0.353102,165.463000,172.596700,156.324200,129.824200,18.094743,84.416866,50.973747,0.506977,0.489529,0.496512,10.459050,5.173856,5.069735,3.981388,6.517851,6.682405,3.000000,134.630000
410,A410,2017-08-01,8,603656.400000,6615894.050000,0.184000,0.007021,55.000000,1,0.565861,0.410237,0.565861,0.410237,128.292400,132.715500,135.300900,127.121600,23.758987,334.190832,138.603946,0.479005,0.531625,0.538800,9.078192,5.490707,4.799856,4.634719,8.355822,7.980217,3.000000,131.290000
411,A411,2017-08-01,8,603582.410000,6615893.110000,0.181000,0.008468,80.000000,1,0.416418,0.283344,0.416418,0.283344,109.164500,129.226100,134.691700,123.910000,4.407977,82.988855,43.450001,0.517478,0.500000,0.500000,10.535470,5.021364,4.699284,1.846346,6.084664,6.411543,3.000000,131.290000
412,A412,2017-08-01,8,603502.680000,6615892.020000,0.216000,0.008905,85.000000,1,0.520899,0.295289,0.520899,0.295289,124.821600,135.000000,121.687900,121.206700,320.867027,78.550943,14.574299,0.517478,0.464798,0.489529,7.004788,3.994187,4.264204,7.185301,6.602368,5.494141,6.000000,104.930000
413,A413,2017-08-01,8,603451.030000,6615891.320000,0.211000,0.022298,80.000000,1,0.412613,0.274112,0.412613,0.274112,26.567240,53.250850,77.978100,120.520000,9.829198,119.279189,65.351719,0.431381,0.496512,0.510471,2.235949,1.876444,2.324625,4.965139,7.884097,7.600470,6.000000,104.930000
3,B3,2017-08-22,9,603387.890000,6616152.250000,0.296000,0.024874,70.000000,2,,0.250807,,0.250807,225.000000,246.799700,205.313400,112.215000,1.006532,19.481087,12.166692,0.584526,0.457580,0.402912,1.590926,1.908260,0.977095,1.655510,5.681276,6.675654,8.000000,100.670000
4,B4,2017-08-22,9,603455.720000,6616148.560000,0.325000,0.018955,72.000000,2,,0.383991,,0.383991,90.000000,153.926600,151.021000,114.120800,3.157064,16.413343,4.073684,0.553443,0.528066,0.520994,2.499771,1.873089,1.748702,3.569220,5.672940,5.619767,8.000000,100.670000
6,B6,2017-08-22,9,603552.780000,6616145.960000,0.345000,0.019703,71.000000,2,0.462591,0.305596,0.462591,0.305596,193.424400,192.794200,188.008300,117.170000,146.896153,52.266508,19.539498,0.513970,0.503488,0.503488,4.089710,3.761888,4.744479,6.954257,6.781093,5.367100,8.000000,100.670000
7,B7,2017-08-22,9,603551.500000,6616105.050000,0.267000,0.015915,75.000000,2,0.460964,0.287009,0.460964,0.287009,192.992500,180.267600,190.178600,116.780000,14.357825,16.893391,6.677463,0.471934,0.510471,0.506977,6.115106,2.782591,3.081480,3.803836,5.066338,4.517476,6.000000,104.930000
9,B9,2017-08-22,9,603445.910000,6616106.160000,0.296000,0.029143,73.000000,2,0.396091,0.290345,0.396091,0.290345,248.383500,251.533400,247.182800,111.110000,144.038444,37.416390,80.039452,0.506977,0.464798,0.385061,3.203839,2.000080,2.381461,7.730504,7.341612,8.236864,6.000000,104.930000
10,B10,2017-08-22,9,603382.440000,6616101.130000,0.283000,0.021726,76.000000,2,0.599799,0.368421,0.599799,0.368421,266.893400,255.410500,254.078800,109.040000,80.312407,37.993949,9.889391,0.486030,0.482523,0.496512,10.766210,5.848722,5.678846,7.065061,5.926946,4.807198,6.000000,104.930000
11,B11,2017-08-22,9,603335.380000,6616076.280000,0.323000,0.013103,39.000000,2,0.584650,0.361031,0.584650,0.361031,116.362800,99.200490,96.707550,109.470000,136.032502,28.757850,22.449754,0.493023,0.520994,0.496512,10.509360,6.835772,6.966545,6.279927,5.119571,5.282691,8.000000,99.090000
12,B12,2017-08-22,9,603411.870000,6616076.970000,0.418000,0.023839,48.000000,2,0.344597,0.404241,0.344597,0.404241,154.824400,144.240400,156.544900,110.560000,4.540258,3.812223,4.844989,0.528066,0.500000,0.513970,10.711190,6.626651,6.716576,2.401593,3.195474,4.146092,8.000000,99.090000
13,B13,2017-08-22,9,603510.130000,6616081.340000,0.307000,0.039411,81.000000,2,0.442930,0.270686,0.442930,0.270686,84.472640,78.907880,75.538060,113.487500,78.582205,49.957530,16.796025,0.419532,0.411354,0.354964,3.893071,3.536080,4.079551,6.838113,6.160897,5.771799,8.000000,99.090000
15,B15,2017-08-22,9,603580.390000,6616068.820000,0.328000,0.056579,72.000000,1,0.601427,0.327915,0.601427,0.327915,199.592500,204.382200,205.047200,118.580000,49.604935,31.788639,7.565477,0.500000,0.517478,0.538800,7.828399,5.448438,5.425295,6.178723,5.534234,4.579463,6.000000,104.930000
16,B16,2017-08-22,9,603641.470000,6616074.680000,0.277000,0.025618,67.000000,2,0.432337,0.284073,0.432337,0.284073,234.125600,247.035200,256.101000,122.730000,172.709976,42.807888,13.206125,0.506977,0.500000,0.500000,9.454552,4.579425,5.805717,5.865599,5.712254,5.012341,6.000000,104.930000
17,B17,2017-08-22,9,603724.890000,6616076.190000,0.254000,0.026508,67.000000,2,0.649989,0.318815,0.649989,0.318815,201.449300,177.137100,212.020300,129.670000,1460.934350,47.229235,17.514607,0.531625,0.517478,0.506977,5.014585,2.866042,2.553542,8.719402,6.545706,6.401234,7.000000,100.670000
18,B18,2017-08-22,9,603788.860000,6616069.740000,0.318000,0.036692,97.000000,1,0.986726,0.474416,0.986726,0.474416,200.856800,197.135100,187.779600,131.535000,2.083112,1.167738,41.318495,0.520994,0.475477,0.506977,9.363322,3.842529,3.567445,1.642363,1.726114,6.744754,9.000000,198.440000
19,B19,2017-08-22,9,603734.660000,6616124.450000,0.264000,0.027970,72.000000,2,0.859684,0.347340,0.859684,0.347340,189.780300,176.901400,178.363500,129.800000,2.889060,39.001825,100.002545,0.517478,0.461200,0.475477,4.904501,2.866436,1.880143,2.948074,6.523689,8.218013,7.000000,100.670000
20,B20,2017-08-22,9,603666.590000,6616120.290000,0.279000,0.022334,76.000000,2,0.325433,0.277691,0.325433,0.277691,240.068700,246.422300,244.714100,127.055000,65.441453,10.359517,3.963637,0.517478,0.517478,0.524523,6.346721,3.876434,3.822810,6.432852,5.052156,4.562830,7.000000,100.670000
21,B21,2017-08-22,9,603646.100000,6616161.180000,0.236000,0.027197,70.000000,2,0.250161,0.363216,0.250161,0.363216,199.945600,210.734600,218.644200,127.936700,8.918927,17.674010,5.134607,0.493023,0.513970,0.520994,4.031332,3.080001,3.655201,3.326415,4.783987,4.300213,7.000000,100.670000
22,B22,2017-08-22,9,603728.610000,6616159.680000,0.290000,0.018995,63.000000,2,0.916649,0.546408,0.916649,0.546408,189.946500,194.859400,179.177500,129.960000,1.561182,3.080728,12.896039,0.500000,0.506977,0.486030,4.823322,1.814751,1.259687,2.193658,4.658329,6.817154,7.000000,100.670000
23,B23,2017-08-22,9,603777.400000,6616129.210000,0.308000,0.017776,76.000000,2,0.590562,0.461260,0.590562,0.461260,178.040800,199.243000,199.922500,131.840000,1.011883,2.584157,1.543058,0.486030,0.535202,0.549740,8.546866,4.265595,4.213795,0.574330,2.885589,3.225771,7.000000,100.670000
24,B24,2017-08-22,9,603768.940000,6616064.140000,0.352000,0.049489,67.000000,1,0.368408,0.493945,0.368408,0.493945,183.173000,179.901000,178.071300,130.715000,1.629476,1.045894,66.050969,0.510471,0.471934,0.510471,6.009732,1.264201,1.391087,1.521292,2.522526,9.034003,9.000000,198.440000
26,B26,2017-08-22,9,603678.130000,6616052.810000,0.268000,0.019920,67.000000,1,0.522265,0.272238,0.522265,0.272238,176.186400,191.153100,185.024200,124.910000,772.339525,160.106533,25.034845,0.500000,0.506977,0.496512,13.154170,6.817369,7.488259,7.764312,6.767862,5.537800,7.000000,100.670000
27,B27,2017-08-22,9,603567.450000,6616065.850000,0.294000,0.029563,72.000000,1,0.354261,0.266446,0.354261,0.266446,183.340500,196.091000,197.451600,117.210000,23.193001,16.784155,16.299230,0.503488,0.517478,0.528066,10.726650,5.794388,6.352094,3.858896,4.642905,5.306058,6.000000,104.930000
28,B28,2017-08-22,9,603475.510000,6616062.720000,0.289000,0.021778,74.000000,1,0.293099,0.290048,0.293099,0.290048,110.485400,144.459500,133.303200,115.535000,2.604734,12.273667,19.998777,0.493023,0.549740,0.528066,3.691873,1.539951,1.732346,2.776801,5.555276,6.709149,6.000000,104.930000
30,B30,2017-08-22,9,603384.010000,6616054.790000,0.286000,0.021568,68.000000,1,0.354007,0.229829,0.354007,0.229829,182.337800,112.358000,136.284000,112.900000,105.042313,16.521784,22.831609,0.453934,0.510471,0.535202,4.086653,2.502289,3.011234,10.305159,5.995586,7.410333,6.000000,104.930000
31,B31,2017-08-22,9,603341.050000,6616062.590000,0.306000,0.024990,58.000000,1,0.367215,0.265810,0.367215,0.265810,110.557000,134.527400,126.677500,111.020000,206.233120,38.133676,16.735201,0.503488,0.528066,0.520994,6.407988,4.077599,3.900814,6.955875,5.814592,5.806926,6.000000,104.930000
32,B32,2017-08-22,9,603457.260000,6615871.260000,0.298000,0.017459,72.000000,1,0.241237,0.211679,0.241237,0.211679,93.164090,99.269090,110.072200,121.260000,3.032248,7.890851,39.219481,0.446557,0.531625,0.503488,3.621472,2.369242,1.981697,2.549055,4.582117,7.677365,6.000000,104.930000
33,B33,2017-08-22,9,603517.850000,6615870.990000,0.338000,0.026102,72.000000,1,0.335522,0.218313,0.335522,0.218313,125.216500,117.824100,119.203700,123.588900,85.427404,45.710989,20.309964,0.475477,0.513970,0.506977,8.670373,6.319115,5.665549,5.719349,5.793832,5.849970,6.000000,104.930000
34,B34,2017-08-22,9,603605.070000,6615871.980000,0.180000,0.011212,165.000000,1,0.511724,0.262466,0.511724,0.262466,130.211800,127.799400,138.426100,126.075000,9.909507,37.493551,56.751401,0.486030,0.513970,0.506977,7.054309,4.364387,3.526932,3.406178,5.798741,6.886604,3.000000,131.290000
35,B35,2017-08-22,9,603650.700000,6615873.730000,0.169000,0.006768,70.000000,1,0.477026,0.237363,0.477026,0.237363,125.697100,146.994600,133.518700,127.860000,28.133889,64.522127,21.388260,0.506977,0.486030,0.496512,7.490469,3.938233,3.948552,5.241477,6.584672,6.050853,3.000000,134.630000
36,B36,2017-08-22,9,603705.410000,6615872.990000,0.182000,0.015156,72.000000,1,,0.240544,,0.240544,108.604700,142.455600,132.286500,130.740000,2.751753,43.036033,17.501815,0.506977,0.503488,0.538800,6.923062,3.299176,3.457801,2.420708,5.877732,5.580636,3.000000,134.630000
37,B37,2017-08-22,9,603766.050000,6615874.460000,0.215000,0.024006,69.000000,1,0.307454,0.284452,0.307454,0.284452,154.733900,157.883900,151.928100,132.693300,7.988710,5.014936,6.561968,0.524523,0.500000,0.517478,7.322432,4.461733,3.849813,3.507651,3.650128,4.903502,3.000000,134.630000
38,B38,2017-08-22,9,603821.060000,6615873.700000,0.214000,0.010895,70.000000,1,0.234522,0.276503,0.234522,0.276503,164.635700,183.505700,161.998900,133.970000,1.000276,1.000001,43.853654,0.531625,0.489529,0.510471,3.931953,1.625897,1.004018,0.778118,1.810290,8.181505,3.000000,134.630000
39,B39,2017-08-22,9,603820.680000,6615921.730000,0.267000,0.010109,70.000000,1,0.686749,0.362042,0.686749,0.362042,155.621500,190.557200,167.679900,133.065000,1.043407,18.663177,30.606182,0.500000,0.513970,0.503488,6.358398,2.220737,2.655477,1.339215,5.645185,7.850675,3.000000,134.630000
40,B40,2017-08-22,9,603836.630000,6615926.420000,0.167000,0.012498,0.000000,1,0.333852,0.406143,0.333852,0.406143,171.230100,172.256700,169.869800,133.790000,4.873371,8.664165,7.540232,0.464798,0.510471,0.486030,8.474243,4.950743,3.693351,2.881809,3.913810,5.159066,3.000000,134.630000
41,B41,2017-08-22,9,603799.130000,6615986.890000,0.343000,0.050820,65.000000,1,0.386457,0.287073,0.386457,0.287073,188.125800,177.398900,167.180000,131.860000,1.152294,2.867464,23.390315,0.394165,0.486030,0.489529,8.544495,3.151354,2.556904,0.573482,3.057620,6.291526,9.000000,198.440000
42,B42,2017-08-22,9,603773.330000,6615985.100000,0.253000,0.026482,68.000000,1,0.437227,0.291387,0.437227,0.291387,218.368700,170.857400,175.930800,130.855000,1.012538,46.053946,209.521647,0.468375,0.486030,0.496512,5.101461,2.477230,1.695865,0.649815,6.082387,9.014062,9.000000,198.440000
43,B43,2017-08-22,9,603714.440000,6615981.580000,0.239000,0.029922,56.000000,1,0.664680,0.257311,0.664680,0.257311,217.749200,195.069000,194.868400,127.410000,73.057126,168.771023,281.040433,0.500000,0.517478,0.503488,9.801149,5.128803,5.564673,6.435480,7.949707,8.324832,6.000000,104.930000
44,B44,2017-08-22,9,603652.920000,6615981.360000,0.256000,0.022941,72.000000,1,0.346301,0.238720,0.346301,0.238720,176.302700,179.373100,184.343100,121.930000,64.463006,120.565188,28.297171,0.503488,0.493023,0.496512,9.686795,4.947066,4.283738,5.777192,7.171106,6.413056,3.000000,131.290000
45,B45,2017-08-22,9,603590.030000,6615979.620000,0.327000,0.019254,68.000000,1,0.339653,0.204853,0.339653,0.204853,104.744600,109.422900,109.329200,119.480000,2.579949,27.196722,4.991922,0.496512,0.503488,0.510471,7.367514,4.370865,4.297774,1.677068,5.164249,4.267264,3.000000,131.290000
46,B46,2017-08-22,9,603571.060000,6615974.730000,0.287000,0.051659,78.000000,1,0.286806,0.210191,0.286806,0.210191,128.555100,133.795000,132.380100,118.266700,1249.792182,3179.958387,662.494495,0.453934,0.450260,0.471934,6.615639,3.204653,3.793074,9.256295,11.122502,9.808316,3.000000,131.290000
47,B47,2017-08-22,9,603538.350000,6615981.580000,0.217000,0.021478,75.000000,1,0.397972,0.243026,0.397972,0.243026,86.465930,67.130170,90.000740,118.920000,1.025065,1.007026,1.546304,0.520994,0.503488,0.513970,4.257669,1.657599,2.111839,1.334279,2.209096,3.381777,4.000000,143.220000
48,B48,2017-08-22,9,603482.190000,6615977.480000,0.244000,0.012911,82.000000,1,0.317636,0.220826,0.317636,0.220826,120.651300,120.889600,121.930900,117.975000,1.053168,31.527697,36.572358,0.486030,0.489529,0.489529,5.231051,4.409228,2.908893,0.753099,5.167713,6.717041,4.000000,143.220000
49,B49,2017-08-22,9,603422.340000,6615975.660000,0.287000,0.028770,77.000000,1,0.405279,0.210136,0.405279,0.210136,98.749060,63.417850,78.108840,117.640000,1.001450,10.740906,7.003354,0.517478,0.503488,0.510471,5.438380,3.272628,3.381773,1.082140,4.271872,5.078533,6.000000,104.930000
50,B50,2017-08-22,9,603394.920000,6615973.270000,0.291000,0.036479,72.000000,1,0.292977,0.215048,0.292977,0.215048,125.133200,128.165700,142.573900,117.011300,56.553625,37.056677,7.955317,0.524523,0.513970,0.524523,11.004700,5.592774,5.767306,5.026412,5.720581,4.492393,6.000000,104.930000
51,B51,2017-09-01,10,603382.210000,6616146.180000,0.315000,0.024940,70.000000,2,0.343393,0.217182,0.343393,0.217182,196.394500,151.220800,162.690100,112.110000,1.000000,46.903932,69.583649,0.528066,0.531625,0.513970,1.477223,0.967018,0.962665,1.758011,7.027977,9.935885,8.000000,100.670000
52,B52,2017-09-01,10,603389.940000,6616145.920000,0.326000,0.011432,80.000000,2,0.293879,0.246377,0.293879,0.246377,149.017700,200.096900,172.350800,112.246700,3.554467,1.387144,3.790237,0.415474,0.510471,0.450260,1.214943,1.562963,1.613483,7.324466,3.179333,5.326675,8.000000,100.670000
53,B53,2017-09-01,10,603542.200000,6616151.940000,0.334000,0.010784,85.000000,2,0.185391,0.179332,0.185391,0.179332,145.885200,164.439300,182.328900,116.550000,11.822860,22.712994,32.502341,0.506977,0.496512,0.506977,5.080793,2.328115,3.228534,4.778859,5.997913,7.174365,8.000000,100.670000
54,B54,2017-09-01,10,603554.620000,6616126.670000,0.308000,0.045877,70.000000,2,0.366960,0.219653,0.366960,0.219653,176.453200,182.978600,187.934100,117.090000,143.045475,23.681424,12.626712,0.496512,0.496512,0.503488,7.075892,4.128615,3.691798,6.622591,5.777081,5.526648,8.000000,100.670000
54,B54,2017-09-01,10,603554.620000,6616126.670000,0.336000,0.045877,70.000000,2,0.366960,0.219653,0.366960,0.219653,176.453200,182.978600,187.934100,117.090000,143.045475,23.681424,12.626712,0.496512,0.496512,0.503488,7.075892,4.128615,3.691798,6.622591,5.777081,5.526648,8.000000,100.670000
55,B55,2017-09-01,10,603481.680000,6616117.960000,0.341000,0.019731,70.000000,2,0.338518,0.172074,0.338518,0.172074,228.661200,235.915000,237.976300,112.940000,1070.884310,158.699636,122.496246,0.468375,0.468375,0.461200,11.101140,7.013468,6.906167,8.239087,6.893398,7.445654,6.000000,104.930000
56,B56,2017-09-01,10,603407.080000,6616087.610000,0.356000,0.012219,75.000000,2,0.218871,0.261654,0.218871,0.261654,144.165300,123.825100,126.068700,109.725000,42.177418,44.672298,8.078250,0.489529,0.500000,0.423533,5.551176,3.558811,4.182580,5.847479,6.077699,5.061688,8.000000,99.090000
58,B58,2017-09-01,10,603342.700000,6616087.040000,0.367000,0.011971,85.000000,2,0.288975,0.157742,0.288975,0.157742,116.561800,100.389500,97.388690,108.145000,72.280655,73.805621,58.738407,0.496512,0.493023,0.457580,9.130600,5.805104,6.240297,5.194986,6.129606,7.002698,8.000000,99.090000
60,B60,2017-09-01,10,603368.620000,6616070.960000,0.368000,0.015994,60.000000,2,0.172024,0.167477,0.172024,0.167477,99.224780,100.221000,101.046700,111.365000,57.426722,39.336465,11.595058,0.513970,0.496512,0.513970,14.816600,8.081594,8.156097,4.608515,5.183006,4.476419,8.000000,99.090000
61,B61,2017-09-01,10,603433.510000,6616072.750000,0.347000,0.021879,45.000000,2,0.186105,0.159074,0.186105,0.159074,152.403300,165.992600,169.512800,113.130000,4.782313,2.320263,3.052553,0.517478,0.520994,0.549740,12.412200,5.945316,5.686740,2.235294,2.164699,3.656893,8.000000,99.090000
62,B62,2017-09-01,10,603519.640000,6616074.430000,0.350000,0.010569,90.000000,2,0.186745,0.191342,0.186745,0.191342,98.169310,91.946620,99.232300,113.855000,288.985947,140.642627,52.202229,0.464798,0.450260,0.380358,8.355625,4.442068,4.309193,7.175246,6.968074,6.753698,8.000000,99.090000
63,B63,2017-09-01,10,603597.720000,6616075.280000,0.345000,0.016453,90.000000,2,0.273263,0.256950,0.273263,0.256950,232.819600,218.118300,219.094100,120.265000,17.955390,12.793134,14.127691,0.503488,0.524523,0.531625,10.824970,5.896308,5.885145,4.003092,4.326244,5.215556,6.000000,104.930000
64,B64,2017-09-01,10,603686.170000,6616078.670000,0.345000,0.011798,60.000000,2,0.387038,0.228129,0.387038,0.228129,171.075800,180.744200,191.745600,126.620000,48.666973,32.563712,19.858074,0.531625,0.493023,0.496512,15.310230,7.313529,7.347762,4.579848,5.013675,5.321433,7.000000,100.670000
65,B65,2017-09-01,10,603770.450000,6616073.020000,0.339000,,90.000000,2,0.385882,0.293472,0.385882,0.293472,194.937900,175.856000,162.428300,130.735000,220.474365,19.638005,121.593661,0.471934,0.528066,0.496512,2.586809,1.650974,1.758701,12.491763,6.795698,8.371726,9.000000,198.440000
66,B66,2017-09-27,11,603389.550000,6616149.260000,0.416000,0.007874,0.000000,2,0.120948,0.063547,0.120948,0.063547,118.115700,202.853700,166.398000,112.250000,1.009124,1.000000,1.054602,0.464798,0.453934,0.423533,3.448375,0.583989,1.344551,1.237734,2.142411,2.859848,8.000000,100.670000
67,B67,2017-09-27,11,603468.720000,6616139.970000,0.355000,0.027736,0.000000,2,0.712586,0.081967,0.712586,0.081967,210.900700,190.659300,198.948500,114.542600,6.315425,13.812023,2.078904,0.496512,0.538800,0.564765,3.386089,2.064015,2.000298,3.659537,4.979789,3.899296,8.000000,100.670000
68,B68,2017-09-27,11,603554.890000,6616124.180000,0.362000,0.014363,0.000000,2,0.093559,,0.093559,,194.534700,196.995500,196.556400,117.055000,108.649925,18.933448,21.808701,0.538800,0.493023,0.503488,10.459920,4.377229,3.451487,5.799381,4.953004,6.287521,6.000000,104.930000
69,B69,2017-09-27,11,603547.230000,6616099.050000,0.344000,0.019829,0.000000,2,0.136785,,0.136785,,201.263500,217.767200,217.252900,116.390000,99.874426,58.138286,8.245890,0.513970,0.524523,0.528066,9.076622,5.214309,4.809993,6.347212,6.299518,4.781466,6.000000,104.930000
